eval,event,obj,cv,dou,mean,std,s_star,s_lo,s_hi,sim_s,P0=P1,P2,P3,P4,P5,P6,P7,PPFD_per_W
129,skipped,1.082563454087312,1.0,0.0,0.0,0.0,0.8560754656780531,0.9926729827342039,0.9926729834732325,0.0,55.00020261924225,65.00062690669162,65.00062690669162,55.00020261924225,65.01125052517676,40.00000001488967,79.99999997022066,0.20006133584479746
130,skipped,1.0825331719984805,1.0,0.0,0.0,0.0,0.8560872752048873,0.9926285847281869,0.9926285854671826,0.0,55.00020261924225,65.00062690669162,65.00062690669162,55.00020261924225,64.99089953466591,40.000000014889665,79.99999997022066,0.20006133584479746
131,skipped,1.0825531078230586,1.0,0.0,0.0,0.0,0.856079501710044,0.992657814341233,0.9926578150802503,0.0,55.00020261924226,65.00062690669164,65.00062690669164,55.00020261924226,65.0042970802213,40.000000014889665,79.99999997022066,0.20006133584479746
132,skipped,1.0825415411686967,1.0,0.0,0.0,0.0,0.8560840123908505,0.9926408558372132,0.9926408565762178,0.0,55.000202619242266,65.00062690669164,65.00062690669164,55.000202619242266,64.99652377320456,40.000000014889665,79.99999997022067,0.20006133584479746
133,skipped,1.0825491560847704,1.0,0.0,0.0,0.0,0.8560810429491624,0.9926520205920177,0.9926520213310305,0.0,55.000202619242266,65.00062690669164,65.00062690669164,55.000202619242266,65.00164129696222,40.000000014889665,79.99999997022067,0.20006133584479746
134,skipped,1.0825447380268636,1.0,0.0,0.0,0.0,0.8560827658529754,0.9926455430236814,0.9926455437626897,0.0,55.00020261924225,65.00062690669164,65.00062690669164,55.00020261924225,64.99867216955964,40.000000014889665,79.99999997022066,0.20006133584479746
135,cached,0.10523328762901683,0.02268782323702079,97.73121767629792,1391.426591111111,31.568440546419293,0.8560808022841824,0.9926446596259467,0.9926446603649541,8.893213987350464,55.00000001861207,65.00000001116724,65.00000001116724,55.00000001861207,65.00000001116724,40.000000029779336,80.0,0.20006133584479746
136,cached,0.10523328762901683,0.02268782323702079,97.73121767629792,1391.426591111111,31.568440546419293,0.8560808022841824,0.9926446596259467,0.9926446603649541,8.893213987350464,55.00000001861207,65.00000001116724,65.00000001116724,55.00000001861207,65.00000001116724,40.000000029779336,80.0,0.20006133584479746
137,eval,0.11484083435440295,0.09055881442405947,90.94411855759405,1250.612322222222,113.25396920456427,0.7990838919554883,0.8327868014740203,0.8425072478913573,8.228384733200073,40.0,47.27300905175258,47.27300905175258,40.0,47.27300905175258,79.07699819160815,58.18160381993358,0.19984686075742056
138,infeas,1.0,1.0,0.0,0.0,0.0,inf,3.97295020091702,0.7877889532197542,0.0,69.81590997807923,82.51020360875206,82.51020360875206,69.81590997807923,82.51020360875206,10.068084918549285,101.55004036681885,0.19999699331858437
139,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.6860121530013426,0.9087657624489837,0.0,60.52186923448631,71.52627180377144,71.52627180377144,60.52186923448631,71.52627180377144,23.72462139658619,88.03148545606773,0.19999699331858437
140,eval,0.027465647850961852,0.027465647850961852,97.25343521490382,1199.66028,32.9494467912663,0.8500608832462591,0.7624120041582857,1.048320368091436,8.203951835632324,44.58587883586258,52.692716344701886,52.692716344701886,44.58587883586258,52.692716344701886,47.50931398262988,64.85194845979295,0.19994037416977586
141,cached,0.027465647850961852,0.027465647850961852,97.25343521490382,1199.66028,32.9494467912663,0.8500608832462591,0.7624120041582857,1.048320368091436,8.203951835632324,44.58587883586258,52.692716344701886,52.692716344701886,44.58587883586258,52.692716344701886,47.50931398262988,64.85194845979295,0.1999800075739418
142,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8794917996256943,0.44487869796752283,0.0,45.480810642036374,53.75036932905077,53.75036932905077,45.480810642036374,53.75036932905077,48.4629252443721,179.8242989954088,0.1999800075739418
143,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.0978821513650106,1.0239536273551981,0.0,66.10836896523405,78.1285381122527,78.1285381122527,66.10836896523405,78.1285381122527,70.44300437838585,19.06684795138447,0.1999800075739418
144,eval,0.09044701358733634,0.09044701358733634,90.95529864126637,1210.6268675555555,109.49758473899176,0.8962879197074105,0.8902842010841794,1.1811970647572294,8.205217838287354,51.81923258370251,61.241276274606015,61.241276274606015,51.81923258370251,61.241276274606015,55.216948851030054,40.626361609842476,0.20175097511914789
145,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8051701880771015,0.7556248966091338,0.0,49.67893818265621,58.711822359754095,58.711822359754095,49.67893818265621,58.711822359754095,52.9363182709105,105.87263648802461,0.2005112978375036
146,eval,0.03640767261189797,0.03640767261189797,96.3592327388102,1202.8437155555555,43.79274019922559,0.8782062419174672,0.7314951900723833,1.2379075582374235,8.209679126739502,48.13633196720265,56.888731420093464,56.888731420093464,48.13633196720265,56.888731420093464,51.29256547394667,52.4023706861748,0.20098646208477458
147,eval,0.015246841156116459,0.015246841156116459,98.47531588438837,1198.6577755555556,18.27574470443945,0.8575323685667207,0.7544377532574107,1.1165852830406515,8.21744704246521,45.415182230519584,53.67280801675863,53.67280801675863,45.415182230519584,53.67280801675863,48.392993667596166,61.37091105565228,0.20042941169629727
148,eval,0.04355054031053149,0.04355054031053149,95.64494596894684,1200.208988888889,52.269749951667805,0.8367660151706511,0.7884165164017416,1.0099971665345027,8.261729717254639,42.46038619231601,50.18105464155547,50.18105464155547,42.46038619231601,50.18105464155547,66.29022511356679,53.30643772572997,0.20062145011474083
149,cached,0.015246841156116459,0.015246841156116459,98.47531588438837,1198.6577755555556,18.27574470443945,0.8575323685667207,0.7544377532574107,1.1165852830406515,8.21744704246521,45.415182230519584,53.67280801675863,53.67280801675863,45.415182230519584,53.67280801675863,48.392993667596166,61.37091105565228,0.20059699657537025
150,cached,0.04355054031053149,0.04355054031053149,95.64494596894684,1200.208988888889,52.269749951667805,0.8367660151706511,0.7884165164017416,1.0099971665345027,8.261729717254639,42.46038619231601,50.18105464155547,50.18105464155547,42.46038619231601,50.18105464155547,66.29022511356679,53.30643772572997,0.20059699657537025
151,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.2231829759795019,0.923024980177856,0.0,56.93683095883429,67.28873413798553,67.28873413798553,56.93683095883429,67.28873413798553,32.70156696545646,86.67154380218935,0.20059699657537025
152,eval,0.0258866209874219,0.017185106420698898,98.28148935793011,1217.659131111111,20.925601752280194,0.8597953960239167,0.87244809571318,1.038272962049417,8.221096992492676,47.533587072629274,56.17618534446769,56.17618534446769,47.533587072629274,56.17618534446769,40.0,67.22302343237986,0.2000262261186413
153,eval,0.022550269143892406,0.022550269143892406,97.74497308561077,1199.6135222222222,27.051607794763864,0.8531508430207007,0.7672401143455966,1.1679106855365893,8.223687887191772,44.46462364027351,52.54953354276633,52.54953354276633,44.46462364027351,52.54953354276633,54.82241270397366,58.42063669521684,0.20036121535132154
154,eval,0.014561501770028743,0.014561501770028743,98.54384982299712,1198.8133155555558,17.45652221639625,0.8589757230717217,0.7520444428999357,1.1071500348360024,8.317148923873901,45.6423173869241,53.941218883764726,53.941218883764726,45.6423173869241,53.941218883764726,47.31347143298676,62.006142025720685,0.200208217780629
155,cached,0.014561501770028743,0.014561501770028743,98.54384982299712,1198.8133155555558,17.45652221639625,0.8589757230717217,0.7520444428999357,1.1071500348360024,8.317148923873901,45.6423173869241,53.941218883764726,53.941218883764726,45.6423173869241,53.941218883764726,47.31347143298676,62.006142025720685,0.20034694562275845
156,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8675321438499245,0.638294480992467,0.0,125.33399924688388,54.49133967323051,54.49133967323051,46.107801634286936,54.49133967323051,47.79599898419335,62.63851312353407,0.20034694562275845
157,infeas,1.0,1.0,0.0,0.0,0.0,inf,3.0099589018100117,0.8786588779663117,0.0,13.289217994287682,79.20557124775874,79.20557124775874,67.01972807646212,79.20557124775874,69.47359755884482,91.04784803991618,0.20034694562275845
158,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.2773448007689043,1.0135901272184427,0.0,31.314958949159063,68.66155903888144,68.66155903888144,58.09792093661588,68.66155903888144,60.22512615316935,78.92736704089748,0.20034694562275845
159,eval,0.03391305051030329,0.03391305051030329,96.60869494896967,1200.0680888888892,40.69796971429204,0.8906794603939459,0.7942211851599766,1.0841409205825954,8.286894083023071,65.72798655935843,53.01730796363875,53.01730796363875,44.86055093213739,53.01730796363875,46.50308127439208,60.9440942463427,0.2003583134568583
160,eval,0.017800674228211768,0.017800674228211768,98.21993257717882,1200.2820822222222,21.36583032759747,0.8735721169977784,0.771147001734323,1.1352725731761506,8.258992910385132,54.0230790031054,53.56445946403443,53.56445946403443,45.32352271802908,53.56445946403443,46.983004372519886,61.57305210723617,0.2003974520343516
161,eval,0.014803262576089476,0.014803262576089476,98.51967374239106,1198.5531911111111,17.74249759942773,0.8619160596062705,0.7551342658093281,1.1116988318839263,8.633471965789795,46.92902720517983,53.89269750152383,53.89269750152383,45.60126105979395,53.89269750152383,47.2709118638845,61.95036605734675,0.20012291052671913
162,eval,0.016300241987770896,0.016300241987770896,98.3699758012229,1200.6583977777775,19.57102242842706,0.8538642856781085,0.7832025658371401,1.099684352606542,8.56804609298706,43.63278713496644,54.067346023495745,54.067346023495745,45.74903976105349,54.067346023495745,47.42410135470668,62.15112683513539,0.2004019056919476
163,eval,0.01497478036504305,0.01497478036504305,98.5025219634957,1200.6332066666666,17.979218568810673,0.8586735537412638,0.7528240543715891,1.1082977686915594,8.324800968170166,45.98048647878776,53.94817593359589,53.94817593359589,45.648204088838554,53.94817593359589,47.31957367140956,62.014139246192116,0.20043068639358905
164,eval,0.015210436568517744,0.015210436568517744,98.47895634314823,1198.2000044444446,18.225145163999905,0.8579961338655995,0.7637967293638561,1.104292434255793,8.228984117507935,44.865818870740256,53.99149301012799,53.99149301012799,45.68485679703211,53.99149301012799,47.35756838686969,62.06393279656361,0.2000561579479581
165,eval,0.015546584484002332,0.015546584484002332,98.44534155159977,1200.7907755555557,18.668195239785128,0.8575384451780067,0.7565119201540684,1.1060576567889209,8.208256959915161,45.37158094588887,53.99306255536182,53.99306255536182,45.686184866423176,53.99306255536182,47.35894508237492,62.06573700949574,0.20039850352042646
166,eval,0.01506382796672859,0.01506382796672859,98.49361720332715,1200.8338644444445,18.08915475061299,0.8582085638499658,0.7523421326348461,1.1075882897868736,8.19894027709961,45.78700893277833,53.962517356625426,53.962517356625426,45.66033907197835,53.962517356625426,47.33215296648034,62.030624900977514,0.20044531355349493
167,eval,0.014463946219048484,0.014463946219048484,98.55360537809516,1198.49598,17.334981398465807,0.8592164441291215,0.7537477448344831,1.1067326562777238,8.231639623641968,45.53987994417483,53.96239579487622,53.96239579487622,45.66023621260561,53.96239579487622,47.33204634100047,62.03048516414467,0.20009677444749105
168,cached,0.014463946219048484,0.014463946219048484,98.55360537809516,1198.49598,17.334981398465807,0.8592164441291215,0.7537477448344831,1.1067326562777238,8.231639623641968,45.53987994417483,53.96239579487622,53.96239579487622,45.66023621260561,53.96239579487622,47.33204634100047,62.03048516414467,0.20027254865867627
169,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8694970133502451,0.5398887363697701,0.0,46.003608276785954,148.17867944036522,54.511889817617075,46.12519012182667,54.511889817617075,47.814024136192096,62.662135785347246,0.20027254865867627
170,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.545914084328843,0.8783276369802288,0.0,66.86827843244299,15.711449277183622,79.23544179995218,67.04500301929708,79.23544179995218,69.4997979218907,91.0821846333418,0.20027254865867627
171,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.080416784224453,1.013208019287713,0.0,57.96663258329965,37.022749538931755,68.6874531551395,58.11983122149932,68.6874531551395,60.24783866421767,78.95713266880787,0.20027254865867627
172,eval,0.04281458302075274,0.04281458302075274,95.71854169792473,1200.6186733333332,51.40398786569601,0.876745828666958,0.7960200130064383,0.916999111094152,8.210716009140015,44.07918546708461,76.52769422416438,52.23154859886349,44.19568130073174,52.23154859886349,45.81386801544428,60.04085350061014,0.2003758013963878
173,eval,0.019700277626656413,0.019700277626656413,98.02997223733436,1200.8833088888891,23.657734582328906,0.8671370757937189,0.7721387237931113,1.1008821592986453,8.223377227783203,44.95437623453154,63.060363730047904,53.268604266267225,45.07318508909712,53.268604266267225,46.72350084743229,61.232962658176255,0.20045096604969723
174,eval,0.01534992559531183,0.01534992559531183,98.46500744046882,1199.4769199999996,18.411881475293793,0.8589854080467647,0.7545858558998244,1.107963260139503,8.264724969863892,45.514289439391895,54.35325424950687,53.93207237396735,45.63457807528464,53.93207237396735,47.30544875313331,61.99562799216209,0.200260425363647
175,eval,0.0297189679764652,0.0297189679764652,97.02810320235348,1200.8050111111113,35.686685671190055,0.8419957399507432,0.7787598516750386,1.0700315421138469,8.208035945892334,46.24675343388078,43.27704283900182,54.80000421798094,46.36897788148941,54.80000421798094,48.06673797420199,62.99332708577212,0.20045594170769404
176,eval,0.020341455369420943,0.020341455369420943,97.96585446305791,1199.1805222222222,24.39307707266223,0.8529770103732861,0.7441006713506361,1.0925677963026812,8.291614055633545,45.8214618946808,49.61442662494021,54.29605580189697,45.94256234936905,54.29605580189697,47.62470960551668,62.41403173969041,0.20022504599275925
177,eval,0.016554492779958005,0.016554492779958005,98.3445507220042,1198.839517777778,19.84618014138056,0.8569607922631742,0.7500482155305025,1.1013006136326462,8.655254125595093,45.65744093418513,52.27006043682732,54.101699470703885,45.77810790176769,54.101699470703885,47.4542338002973,62.190616575462755,0.20012710075586954
178,eval,0.016155157978522298,0.016155157978522298,98.38448420214777,1200.17144,19.388959214510596,0.8577789105262023,0.7526844584691075,1.1051714260762395,8.622164011001587,45.591559591108364,53.492420673754765,54.02363349611273,45.71205244245211,54.02363349611273,47.385759777367525,62.10087870879892,0.2002913183955846
179,eval,0.014984437618720163,0.014984437618720163,98.50155623812799,1199.731431111111,17.977300788702312,0.8586818505310037,0.753786645315759,1.1067897741043016,8.452373027801514,45.55610935837844,54.00113155045914,53.98162680896427,45.676508519143034,53.98162680896427,47.34891444399315,62.052591468294224,0.20022646859137705
180,eval,0.014772190728194507,0.014772190728194507,98.52278092718055,1200.4399866666665,17.73312844079127,0.8579810385145012,0.7533414284156847,1.1061360592695761,8.420123100280762,45.572729158616596,53.79787940451049,54.00132041025578,45.69317224345699,54.00132041025578,47.36618829618633,62.075229522530826,0.20033126978132976
181,eval,0.015398302871257066,0.015398302871257066,98.46016971287429,1200.421351111111,18.484451537532507,0.8580216536762661,0.7535565000473106,1.1064518503280443,8.315942287445068,45.56117171147696,53.89181224781212,53.98762543482561,45.68158425141447,53.98762543482561,47.3541760198196,62.059486967780806,0.2003501952810031
182,eval,0.015606938492197953,0.015606938492197953,98.4393061507802,1201.8737222222223,18.757569258111232,0.8569612030744956,0.7536746900998859,1.106625389541566,8.324424028396606,45.5527725011205,53.94106208685146,53.97767280618068,45.673162842984205,53.97767280618068,47.34544626879023,62.048046289982665,0.2006137258426039
183,eval,0.014906018997765681,0.014906018997765681,98.50939810022344,1200.968488888889,17.90165911109572,0.8572310529675313,0.7537198395739316,1.1066916828043751,8.19776201248169,45.530068700903286,53.93678996961692,53.95076998046241,45.65039903943197,53.95076998046241,47.32184898822395,62.01712113725346,0.2005565294007139
184,eval,0.014345377111857736,0.014345377111857736,98.56546228881423,1198.7328933333333,17.196275411255,0.858646006261415,0.7537626032587522,1.1067544729975376,8.20248818397522,45.517744666774654,53.94360968223947,53.93616663920956,45.638042434405875,53.93616663920956,47.309039956772835,62.00033440401842,0.20023166343798757
185,cached,0.014345377111857736,0.014345377111857736,98.56546228881423,1198.7328933333333,17.196275411255,0.858646006261415,0.7537626032587522,1.1067544729975376,8.20248818397522,45.517744666774654,53.94360968223947,53.93616663920956,45.638042434405875,53.93616663920956,47.309039956772835,62.00033440401842,0.2003798202241421
186,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8695141535083597,0.5398993790495764,0.0,46.00270143804558,54.5183376037064,148.17575849194296,46.1242808864237,54.51081526074318,47.813081609919834,62.660900568058565,0.2003798202241421
187,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.54596427124068,0.878344951214025,0.0,66.86696030224286,79.24481394208722,15.711139567762869,67.04368140544192,79.23387988403024,69.49842791828524,91.08038919040422,0.2003798202241421
188,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.0804380821866393,1.013227992381797,0.0,57.96548992536379,68.69557765800384,37.022019733926996,58.11868554365991,68.68609916474978,60.24665103837328,78.95557623900997,0.2003798202241421
189,eval,0.042993705184348356,0.042993705184348356,95.70062948156517,1201.766931111111,51.66841313649019,0.8614754731756572,0.7960357047324312,0.9170171876481983,8.201774835586548,43.35202259023424,51.37698720934744,75.26523672407461,43.466596622363525,51.36989830430754,45.058088531029114,59.0503751308894,0.20067486800613618
190,eval,0.02013824951832716,0.02013824951832716,97.98617504816728,1198.9154111111113,24.144057700323348,0.8622147059820303,0.7721296296239843,1.1011118884092803,8.425477981567383,44.626465946825505,52.887344883994366,62.58658540637243,44.744408175070234,52.880047582496964,46.382686050546155,60.786311629195644,0.20028714645187662
191,eval,0.01588770520582331,0.01588770520582331,98.41122947941767,1199.9257777777777,19.06406702620158,0.8577367501769559,0.7531136152179922,1.105801559687793,8.315432071685791,45.5540136436012,53.98659246936629,53.65465110458861,45.67440726565092,53.9791434956481,47.34673625491853,62.04973686690842,0.20040158215099707
192,eval,0.015062428002772426,0.015062428002772426,98.49375719972275,1199.9403044444446,18.07401444331927,0.8598989270043229,0.7617648766901736,1.1185042624884,8.231697082519531,45.15073753221824,53.508665249863846,57.60612915162048,45.270065345399495,53.501282219690786,46.92758970434361,61.500429032218044,0.2004002896658343
193,eval,0.014086273968583123,0.014086273968583123,98.59137260314169,1199.3115977777777,16.893831739996944,0.8591953480019762,0.7568092290015211,1.1112278531490352,8.505650997161865,45.38541137044425,53.78677995050582,55.31952553023699,45.50535939754575,53.779358546562506,47.1714988450693,61.820081434866815,0.20029230109275087
194,cached,0.014086273968583123,0.014086273968583123,98.59137260314169,1199.3115977777777,16.893831739996944,0.8591953480019762,0.7568092290015211,1.1112278531490352,8.505650997161865,45.38541137044425,53.78677995050582,55.31952553023699,45.50535939754575,53.779358546562506,47.1714988450693,61.820081434866815,0.20037277823129868
195,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.873028634304339,0.6406454260692873,0.0,45.81751208180412,54.298867539371535,55.84620592404459,124.87406722130848,54.29137547849627,47.6206043525747,62.40865164625694,0.20037277823129868
196,infeas,1.0,1.0,0.0,0.0,0.0,inf,3.0210450826753674,0.8818951252234511,0.0,66.59777937838389,78.92580449210558,81.17492924122274,13.240451203256102,78.91491445040342,69.21865370768512,90.71373422064207,0.20037277823129868
197,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.282049474802902,1.0173233487806792,0.0,57.73214293655763,68.41903542207287,70.36875195481849,31.20004398125857,68.40959508562315,60.004120963607036,78.63773115586565,0.20037277823129868
198,eval,0.03458247349946762,0.03458247349946762,96.54175265005324,1201.091837777778,41.53672665037687,0.8576809284871031,0.799253193707294,1.0881339924886222,8.356878995895386,42.963171567915474,50.91615533100935,52.36709759028428,63.114381729619396,50.90913001072991,44.653934751293654,58.520715904721584,0.20055509037205804
199,eval,0.017363993036352932,0.017363993036352932,98.2636006963647,1200.4789933333334,20.845108880527977,0.8600013358763787,0.7759359810143971,1.1393117860115127,8.225691080093384,44.351319491096056,52.56126561266888,54.05908808144333,52.957700423974536,52.55401330300762,46.09671154184932,60.411530927950594,0.20050747472589667
200,eval,0.014395950292857864,0.014395950292857864,98.56040497071422,1199.640211111111,17.26996084846907,0.8593023203847007,0.7602386979385787,1.1162633644223263,8.204406023025513,45.19868210821047,53.565484925632916,55.091924328056166,46.77533592867981,53.55809405558236,46.97742108061087,61.565734986327556,0.20039137255202968
201,eval,0.016899852000823137,0.016899852000823137,98.3100147999177,1200.1679866666668,20.282661350792544,0.8571623032716001,0.7961167345924406,1.1014049336551286,8.543349027633667,45.71445306446122,54.17673109683734,55.720588996294666,43.07319563676323,54.16925588813051,47.51348957338092,62.26827356765514,0.2004615011310116
202,eval,0.01459614418909367,0.01459614418909367,98.54038558109063,1199.7092466666666,17.51112914933561,0.8588965049156163,0.7576192903650798,1.1124172714534788,8.571232080459595,45.33614230705978,53.72839060929221,55.259472285649174,45.79763667931925,53.72097726180604,47.12029085782492,61.75297137860253,0.20039329426339247
203,eval,0.015032647309144418,0.015032647309144418,98.49673526908556,1197.3952955555555,18.000021167715406,0.8600244549120076,0.770331298951334,1.107465533647201,8.384218692779541,45.51070607695813,53.93526816741803,55.47224517089912,44.5604481161218,53.92782627533545,47.30172437184421,61.99074704582322,0.19999224554933592
204,eval,0.014813151253150999,0.014813151253150999,98.51868487468491,1200.212228888889,17.7789252824126,0.8588548500843288,0.7607040563747498,1.1097892687253943,8.473215103149414,45.46034667679432,53.87558665538014,55.41086293288633,45.16903716907627,53.86815299804612,47.249383138947245,61.92215182711458,0.20033220093295168
205,eval,0.015178479210971407,0.015178479210971407,98.48215207890286,1199.6154399999996,18.20833801720031,0.8593421366153455,0.7570586146675505,1.1106781428336774,8.57374382019043,45.42713766777822,53.836230271767256,55.37038502232813,45.38970850929647,53.828802044756834,47.21486722991067,61.876917387682276,0.20024321230875322
206,eval,0.013877243456292826,0.013877243456292826,98.61227565437072,1198.5672133333333,16.632809018157126,0.8602922310661517,0.7571185426167419,1.1116820203174842,8.709332942962646,45.39659265146416,53.80003101695255,55.33315420831137,45.6469507531523,53.79260778465074,47.18312015175774,61.8353116086677,0.2000490047794182
207,cached,0.013877243456292826,0.013877243456292826,98.61227565437072,1198.5672133333333,16.632809018157126,0.8602922310661517,0.7571185426167419,1.1116820203174842,8.709332942962646,45.39659265146416,53.80003101695255,55.33315420831137,45.6469507531523,53.79260778465074,47.18312015175774,61.8353116086677,0.20021640405455063
208,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.873385447676407,0.5423031459221612,0.0,45.798793770170725,54.27668425010591,55.82339048430263,46.05136997464356,147.51896720784043,47.60114940463143,62.38315518132343,0.20021640405455063
209,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.5572995400175516,0.8822555622989038,0.0,66.57057149230582,78.89356010922548,81.14176599992842,66.93770217180565,15.641499704694535,69.19037508845585,90.67667399176612,0.20021640405455063
210,infeas,1.0,1.0,0.0,0.0,0.0,inf,1.0852484623623144,1.0177391364522916,0.0,57.70855701711225,68.39108347406065,70.34000346860861,58.026814488479985,36.85791907314018,59.97960684908692,78.605604456629,0.20021640405455063
211,eval,0.0359756828357513,0.0359756828357513,96.40243171642487,1202.5403733333335,43.26221106822597,0.8360306873926937,0.7995798544956688,0.9210999771878716,8.550507068634033,41.91203873228562,49.67044555728255,51.08588920238008,42.143179834338284,72.76522128138652,43.56143586575491,57.088953681237236,0.2006402577326807
212,eval,0.018293902393664914,0.018293902393664914,98.17060976063351,1200.6483688888889,21.96454406956632,0.8511532144704987,0.7761174038802998,1.101319423409899,8.511114120483398,43.89094199405221,52.015666875542806,53.49794158233175,44.132996568572814,61.86129696834773,45.61821645026925,59.78444452510343,0.20045180726756934
213,eval,0.013794565165484886,0.013794565165484886,98.62054348345151,1199.6571844444445,16.54874920706101,0.8589798142841886,0.7576411106645085,1.1124493103393172,8.597029685974121,45.33726637382756,53.729722753918935,55.26084239199789,45.587297296461465,53.98240364730705,47.1214591608685,61.75450248511945,0.2003187909396007
214,eval,0.014775537498916204,0.014775537498916204,98.52244625010837,1199.1238155555554,17.717698902584587,0.8567711751762708,0.7655230526799692,1.124022416439042,8.724349975585938,44.73519628349612,53.01620247315914,54.52698913987618,44.98190684404788,57.26765821512357,46.49569533691834,60.93441468840455,0.20021256852084723
215,cached,0.013794565165484886,0.013794565165484886,98.62054348345151,1199.6571844444445,16.54874920706101,0.8589798142841886,0.7576411106645085,1.1124493103393172,8.597029685974121,45.33726637382756,53.729722753918935,55.26084239199789,45.587297296461465,53.98240364730705,47.1214591608685,61.75450248511945,0.20031497345609345
216,infeas,1.0,1.0,0.0,0.0,0.0,inf,0.8739882638931172,0.4720932797039458,0.0,45.76720495287077,54.23924797457805,55.78488739856807,46.019606947873875,54.49432507031676,47.56831744797867,169.45803602662752,0.20031497345609345
217,infeas,1.0,1.0,0.0,0.0,0.0,inf,2.2262159765935596,0.9866092451682553,0.0,66.52465575512592,78.8391448339776,81.08580006906065,66.89153321348894,79.20991066952533,69.14265239347631,17.967708623314223,0.20031497345609345
218,eval,0.13410707738399708,0.10683511418253712,89.31648858174628,1257.1411799999998,134.30682150886943,0.9018038124551825,0.9447455907653389,1.1381178925429063,8.592650890350342,54.48230076061376,64.56760958471232,66.40757320171716,54.78276572058889,64.8712590442214,56.626385215043896,40.0,0.20150284569568233
219,eval,0.09465846527328695,0.09167139254269853,90.83286074573014,1191.4985600000002,109.22633220782005,0.8058407351657185,0.8001317296160793,0.801848767519861,8.584150791168213,40.0,47.40446617216975,48.75533688894753,40.22059638141593,47.627400560233326,41.57415118267556,79.82869209523462,0.19880309107366984
220,eval,0.016609270123644236,0.016609270123644236,98.33907298763557,1202.907031111111,19.979407813355365,0.8661091739933421,0.7501563914182786,1.1807298433829216,8.70665693283081,46.29473831612911,54.86443391140982,56.42788906971357,46.55004960990749,55.12245114033656,48.11661124292887,58.82513096709833,0.20059563566272048
221,eval,0.015022920359808538,0.015022920359808538,98.49770796401914,1200.7565466666667,18.03886997209206,0.8585182584632501,0.7578036382014762,1.11101854340872,8.889971256256104,45.34470265187337,53.73853557369567,55.26990634803096,45.594774584907974,53.99125791213618,47.129188084561314,61.85743855782356,0.2003825467301027
222,eval,0.014225080764579807,0.014225080764579807,98.57749192354201,1201.6289333333334,17.09326862572255,0.8619735414813842,0.7540698278622577,1.1444373936833454,8.636210203170776,45.78587238391363,54.26137096466285,55.80764082080171,46.03837732811019,54.51655210070948,47.587719512987874,60.336624961092426,0.20056605805303596
223,eval,0.01351573598358849,0.01351573598358849,98.64842640164116,1199.5230066666666,16.21243626434692,0.8606476790330666,0.7562750100172285,1.1245607549268932,8.848500967025757,45.50226121275268,53.92526006042915,55.461951865916184,45.75320206699706,54.1788605294035,47.292947170314356,61.201180823206286,0.20029608806537486
224,cached,0.01351573598358849,0.01351573598358849,98.64842640164116,1199.5230066666666,16.21243626434692,0.8606476790330666,0.7562750100172285,1.1245607549268932,8.848500967025757,45.50226121275268,53.92526006042915,55.461951865916184,45.75320206699706,54.1788605294035,47.292947170314356,61.201180823206286,0.2003518418347634
225,eval,0.0138402389018732,0.0138402389018732,98.61597610981268,1201.3831844444444,16.627430285404305,0.8598098258891493,0.7538758713120177,1.1150581132523811,8.506978988647461,45.67334871038307,54.12799457686639,55.67046364647322,45.925233096699515,54.38254846856674,46.18085333489398,61.75827994174568,0.20058277812729808
226,eval,0.014427716155007222,0.014427716155007222,98.55722838449927,1199.3877555555555,17.30442609694674,0.8596621276451272,0.7601730798698219,1.1401081768365908,8.772355079650879,45.211994352170905,53.58129869389968,55.10818873648825,45.46133441093806,53.83328157653763,49.133274615932066,60.29066660868756,0.2003188671234103
227,eval,0.014043996625542165,0.014043996625542165,98.59560033744579,1200.6223622222224,16.861536403599352,0.8594947946553058,0.7577615752182983,1.1304741577773534,8.984559059143066,45.393727368641684,53.79664963105414,55.329676464083,45.64406966855427,54.04964526909828,47.990313724466155,60.85521215897889,0.20049437557888247
228,eval,0.013444377507610466,0.013444377507610466,98.65556224923895,1200.994897777778,16.14662879043849,0.8595598073823869,0.7553577207278965,1.120921547544807,8.96392297744751,45.55576405160281,53.98865803247479,55.527156470772084,45.80699996916334,54.24255665032084,46.85293251879557,61.39751381425027,0.20058779076131364
